letter_idx,sentence,pred,label,score
1,"We take care to make such short stages every day, that I rather fancy myself upon parties of pleasure, than upon the road; and sure nothing can be more agreeable than travelling in Holland.",1,POSITIVE,0.99632996
1,"The whole country appears a large garden; the roads are well paved, shaded on each side with rows of trees, and bordered with large canals, full of boats, passing and repassing.",1,POSITIVE,0.998466
1,"Every twenty paces gives you the prospect of some villa, and every four hours that of a large town, so surprisingly neat, I am sure you would be charmed with them.",0,NEGATIVE,0.9967175
1,The place I am now at is certainly one of the finest villages in the world.,1,POSITIVE,0.99888366
1,"Here are several squares finely built, and (what I think a particular beauty) the whole set with thick large trees.",1,POSITIVE,0.9985086
1,"The _Vour-hout_ is, at the same time, the Hyde-Park and Mall of the people of quality; for they take the air in it both on foot and in coaches.",1,POSITIVE,0.9987642
1,"There are shops for wafers, cool liquors, &c.--I have been to see several of the most celebrated gardens, but I will not teaze (sic) you with their descriptions.",1,POSITIVE,0.98329717
1,I dare say you think my letter already long enough.,0,NEGATIVE,0.99559724
1,"But I must not conclude without begging your pardon, for not obeying your commands, in sending the lace you ordered me.",0,NEGATIVE,0.99463373
1,"Upon my word, I can yet find none, that is not dearer than you may buy it at London.",0,NEGATIVE,0.9834169
1,"If you want any India goods, here are great variety of penny-worths; and I shall follow your orders with great pleasure and exactness; being,              Dear Madam, &c. &c.",1,POSITIVE,0.9956234
2,"I AM extremely sorry, my dear S. that your fears of disobliging your relations, and their fears for your health and safety, have hindered me from enjoying the happiness of your company, and you the pleasure of a diverting journey.",0,NEGATIVE,0.9920428
2,"I receive some degree of mortification from every agreeable novelty, or pleasing prospect, by the reflection of your having so unluckily missed the delight which I know it would have given you.",0,NEGATIVE,0.9994445
2,"If you were with me in this town, you would be ready to expect to receive visits from your Nottingham friends.",1,POSITIVE,0.9974773
2,"No two places were ever more resembling; one has but to give the Maese the name of the Trent, and there is no distinguishing the prospect.",1,POSITIVE,0.98698735
2,"The houses, like those of Nottingham, are built one above another, and are intermixed in the same manner with trees and gardens.",1,POSITIVE,0.9985353
2,"The tower they call Julius Caesar's, has the same situation with Nottingham castle; and I cannot help fancying, I see from it the Trentfield, Adboulton, places so well known to us.",1,POSITIVE,0.9944306
2,"'Tis true, the fortifications make a considerable difference.",1,POSITIVE,0.99765664
2,"All the learned in the art of war bestow great commendations on them; for my part, that know nothing of the matter, I shall content myself with telling you, 'tis a very pretty walk on the ramparts, on  which there is a tower, very deservedly called the Belvidera; where people go to drink coffee, tea, &c. and enjoy one of the finest prospects in the world.",1,POSITIVE,0.9951475
2,"The public walks have no great beauty but the thick shade of the trees, which is solemnly delightful.",1,POSITIVE,0.9975168
2,"But I must not forget to take notice of the bridge, which appeared very surprising to me.",1,POSITIVE,0.99761933
2,"It is large enough to hold hundreds of men, with horses and carriages.",1,POSITIVE,0.99831474
2,"They give the value of an English two-pence to get upon it, and then away they go, bridge and all, to the other side of the river, with so slow a motion, one is hardly sensible of any at all.",0,NEGATIVE,0.99902076
2,"I was yesterday at the French church, and stared very much at their manner of service.",1,POSITIVE,0.997307
2,"The parson clapped on a broad-brimmed hat in the first place, which gave him entirely the air of _what d'ye call him_, in Bartholomew fair, which he kept up by extraordinary antic gestures, and preaching much such stuff as the other talked to the puppets.",0,NEGATIVE,0.99871016
2,"However, the congregation seemed to receive it with great devotion; and I was informed by some of his flock, that he is a person of particular fame amongst them.",1,POSITIVE,0.9981935
2,"I believe, by this time, you are as much tired with my account of him, as I was with his sermon; but I am sure your brother will excuse a digression in favour of the church of England.",0,NEGATIVE,0.99850005
2,"You know speaking disrespectfully of the Calvinists, is the same thing as speaking honourably of the church.",0,NEGATIVE,0.992407
2,"Adieu, my dear S. always remember me; and be assured I can never forget you, &c. &c.",1,POSITIVE,0.99744713
3,"IF my lady ---- could  have any notion of the fatigues that I have suffered these two last days, I am sure she would own it a great proof of regard, that I now sit down to write to her.",1,POSITIVE,0.9969062
3,"We hired horses from Nimeguen hither, not having the conveniency (sic) of the post, and found but very indifferent accommodations at Reinberg, our first stage; but it was nothing to what I suffered yesterday.",0,NEGATIVE,0.9981431
3,"We were in hopes to reach Cologn; our horses tired at Stamel, three hours from it, where I was forced to pass the night in my clothes, in a room not at all better than a hovel; for though I have my bed with me, I had no mind to undress, where the wind came from a thousand places.",0,NEGATIVE,0.9989823
3,"We left this wretched lodging at day-break, and about six this morning came safe here, where I got immediately into bed.",0,NEGATIVE,0.9962769
3,"I slept so well for three hours, that I found myself perfectly recovered, and have had spirits enough to go and see all that is curious in the town, that is to say, the churches, for here is nothing else worth seeing.",1,POSITIVE,0.99849313
3,"This is a very large town, but the most part of it is old built.",0,NEGATIVE,0.96523875
3,"The Jesuits church, which is the neatest, was shewed (sic) me, in a very complaisant manner, by a handsome young Jesuit; who, not knowing who I was, took a liberty in his compliments and railleries, which very much diverted me.",1,POSITIVE,0.9957756
3,"Having never before seen any thing of that nature, I could not enough admire the magnificence of the altars, the rich images of the saints (all massy silver) and the _enchassures_ of the relicks (sic); though I could not help murmuring, in my heart, at the profusion of pearls, diamonds, and rubies, bestowed on the adornment of rotten teeth, and dirty rags.",1,POSITIVE,0.997674
3,"I own that I had wickedness enough to covet St Ursula's pearl necklaces; though perhaps this was no wickedness at all, an image not being certainly one's neighbour's; but I went yet farther, and wished the wench herself converted into dressing-plate.",0,NEGATIVE,0.9942168
3,"I should also gladly see converted into silver, a great St Christopher, which I imagine would look very well in a cistern.",1,POSITIVE,0.9951137
3,"These were my pious reflections: though I was very well satisfied to see, piled up to the honour of our nation, the skulls of the eleven thousand virgins.",0,NEGATIVE,0.91218525
3,"I have seen some hundreds of relicks here of no less, consequence; but I will not imitate the common stile (sic) of travellers so far, as to give you a list of them; being persuaded, that you have no manner of curiosity for the titles given to jaw-bones and bits of worm-eaten wood.--Adieu, I am just going to supper, where I shall drink your health in an admirable sort of Lorrain (sic) wine, which I am sure is the same you call Burgundy in London, &c. &c.",0,NEGATIVE,0.99760926
4,"AFTER five days travelling post, I could not sit down to write on any other occasion, than to tell my dear lady, that I have not forgot her obliging command, of sending her some account of my travels.",1,POSITIVE,0.9974863
4,"I have already passed a large part of Germany, have seen all that is remarkable in Cologn, Frankfort, Wurtsburg, and this place.",1,POSITIVE,0.9982514
4,"'Tis impossible not to observe the difference between the free towns and those under the government of absolute princes, as all the little sovereigns of Germany are.",1,POSITIVE,0.9952505
4,"In the first, there appears an air of commerce and plenty.",1,POSITIVE,0.9946262
4,"The streets are well-built, and full of people, neatly and plainly dressed.",1,POSITIVE,0.9987637
4,"The shops are loaded with merchandise, and the commonalty are clean and cheerful.",1,POSITIVE,0.99886817
4,"In the other you see a sort of shabby finery, a number of dirty people of quality tawdered (sic) out; narrow nasty streets out of repair, wretchedly thin of inhabitants, and above half of the common sort asking alms.",0,NEGATIVE,0.9982096
4,"I cannot help fancying one under the figure of a clean Dutch citizen's wife, and the other like a poor town lady of pleasure, painted and ribboned out in her head-dress, with tarnished silver-laced shoes, a ragged under-petticoat, a miserable mixture of vice and poverty.--They have sumptuary laws in this town, which distinguish their rank by their dress, prevent the excess which ruins so many other cities, and has a more agreeable effect to the eye of a stranger, than our fashions.",0,NEGATIVE,0.9968032
4,"I need not be ashamed to own, that I wish these laws were in force in other parts of the world.",1,POSITIVE,0.99492615
4,"When one considers impartially, the merit of a rich suit of clothes in most places, the respect and the smiles of favour it procures, not to speak of the envy and the sighs it occasions (which is very often the principal charm to the wearer), one is forced to confess, that there is need of an uncommon understanding to resift the temptation of pleasing friends and mortifying rivals; and that it is natural to young people to fall into a folly, which betrays them to that want of money which is the source of a thousand basenesses (sic).",1,POSITIVE,0.9944673
4,"What numbers of men have begun the world with generous inclinations, that have afterwards been the instruments of bringing misery on a whole people, being led by vain expence (sic) into debts that they could clear no other way but by the forfeit of their honour, and which they never could have contracted, if the respect the multitude pays to habits, was fixed by law, only to a particular colour or cut of plain cloth!",0,NEGATIVE,0.98505056
4,These reflections draw after them others that are too melancholy.,0,NEGATIVE,0.9942044
4,"I will make haste to put them out of your head by the farce of relicks, with which I have been entertained in all Romish churches.",0,NEGATIVE,0.99521995
4,THE Lutherans are not quite free from these follies.,0,NEGATIVE,0.9961496
4,"I have seen here, in the principal church, a large piece of the cross set in jewels, and the point of the spear, which they told me very gravely, was the same that pierced the side of our Saviour.",0,NEGATIVE,0.9807667
4,"But I was particularly diverted in a little Roman Catholic church which is permitted here, where the professors of that religion are not very rich, and consequently cannot adorn their images in so rich a manner as their neighbour.",0,NEGATIVE,0.9931355
4,"For, not to be quite destitute of all finery, they have dressed up an image of our Saviour over the altar, in a fair full-bottomed wig very well powdered.",1,POSITIVE,0.9946494
4,"I imagine I see your lady ship stare at this article, of which you very much doubt the veracity; but, upon my word, I have not yet made use of the privilege of a traveller; and my whole account is written with the same plain sincerity of heart, with which I assure you that I am, dear Madam, yours, &c. &c.",1,POSITIVE,0.9986037
5,"I HAD the pleasure of receiving yours, but the day before I left London.",1,POSITIVE,0.996968
5,"I give you a thousand thanks for your good wishes, and have such an opinion of their efficacy that, I am persuaded, I owe in part, to them, the good luck of having proceeded so far on my long journey without any ill accident.",1,POSITIVE,0.9988039
5,"For I don't reckon it any, to have been stopped a few days in this town by a cold, since it has not only given me an opportunity of seeing all that is curious in it, but of making some acquaintance with the ladies, who have all been to see me with great civility, particularly _Madame_ ----, the wife of our king's envoy from Hanover.",1,POSITIVE,0.9988031
5,"She has carried me to all the assemblies, and I have been magnificently entertained at her house, which is one of the finest here.",1,POSITIVE,0.99889886
5,"You know, that all the nobility of this place are envoys from different states.",0,NEGATIVE,0.9936235
5,"Here are a great number of them, and they might pass their time agreeably enough, if they were less delicate on the point of ceremony.",0,NEGATIVE,0.9974835
5,"But instead of joining in the design of making the town as pleasant to one another as they can, and improving their little societies, they amuse themselves no other way than with perpetual quarrels, which they take care to eternize (sic), by leaving them to their successors; and an envoy to Ratisbon receives, regularly, half a dozen quarrels, among the perquisites of his employment.",0,NEGATIVE,0.9990573
5,"You may be sure the ladies are not wanting, on their side, in cherishing and improving  these important _picques_, which divide the town almost into as many parties, as there are families.",1,POSITIVE,0.9987083
5,"They chuse rather to suffer the mortification of sitting almost alone on their assembly nights, than to recede one jot from their pretensions.",0,NEGATIVE,0.9978861
5,"I have not been here above a week, and yet I have heard from almost every one of them the whole history of their wrongs, and dreadful complaint of the injustice of their neighbours, in hopes to draw me to their party.",0,NEGATIVE,0.9986323
5,"But I think it very prudent to remain neuter, though, if I was to stay amongst them, there would be no possibility of continuing so, their quarrels running so high, that they will not be civil to those that visit their adversaries.",0,NEGATIVE,0.9969782
5,"The foundation of these everlasting disputes, turns entirely upon rank, place, and the title of Excellency, which they all pretend to; and, what is very hard, will give it to no body.",0,NEGATIVE,0.99187064
5,"For my part, I could not forbear advising them, (for the public good) to give the title of Excellency to every body; which would include the receiving it from every body; but the very mention of such a dishonourable peace, was received with as much indignation, as Mrs Blackaire did the motion of a reference.",0,NEGATIVE,0.9982051
5,"And indeed, I began to think myself ill-natured, to offer to take from them, in a town where there are so few diversions, so entertaining an amusement.",0,NEGATIVE,0.99919957
5,"I know that my peaceable disposition already gives me a very ill figure, and that 'tis _publicly_ whispered as a piece of impertinent pride in me, that I have hitherto been saucily civil to every body, as if I thought nobody good enough to quarrel with.",0,NEGATIVE,0.9992252
5,"I should be obliged to change my behaviour, if I did not intend to pursue my journey in a few days.",0,NEGATIVE,0.99938726
5,"I have been to see the churches here, and had the permission of touching the relicks, which was never suffered in places where I was not known.",1,POSITIVE,0.99789745
5,"I had, by this privilege, the opportunity of making an observation, which I doubt not might have been made in all the other churches, that the emeralds and rubies which they show round their relicks and images are most of them false; though they tell you that many of the _Crosses_ and _Madonas_ (sic), set round with these stones, have been the gifts of emperors and other great princes.",0,NEGATIVE,0.9984861
5,"I don't doubt, indeed, but they were at first jewels of value; but the good fathers have found it convenient to apply them to other uses, and the people are just as well satisfied with bits of glass amongst these relicks.",0,NEGATIVE,0.9986904
5,"They shewed me a prodigious claw set in gold, which they called the claw of a griffin; and I could not forbear asking the reverend priest that shewed it, Whether the griffin was a saint?",1,POSITIVE,0.9820232
5,"The question almost put him beside his gravity; but he answered, They only kept it as a curiosity.",0,NEGATIVE,0.98885566
5,"I was very much scandalised at a large silver image of the _Trinity_, where the _Father_ is represented under the figure of a decrepit old man, with a beard down to his knees, and triple crown on his head, holding in his arms the _Son_, fixed on the cross, and the _Holy Ghost_, in the shape of a dove, hovering over him.",0,NEGATIVE,0.99785143
5,"Madam ---- is come this minute to call me to the assembly, and forces me to tell you, very abruptly, that I am ever your, &c. &c.",0,NEGATIVE,0.9977676
6,"I AM now, my dear sister, safely arrived at Vienna; and, I thank God, have not at all suffered in my health, nor (what is dearer to me) in that of my child, by all our fatigues.",1,POSITIVE,0.99883455
6,"We travelled by water from Ratisbon, a journey perfectly agreeable, down the Danube, in one of those little vessels, that they, very properly, call wooden houses, having in them all the conveniences of a palace, stoves in the chambers, kitchens, &c.  They are rowed by twelve men each, and move with such incredible swiftness, that in the same day you have the pleasure of a vast variety of prospects; and, within the space of a few hours, you have the pleasure of seeing a populous city adorned with magnificent palaces, and the most romantic solitudes, which appear distant from the commerce of mankind, the banks of the Danube being charmingly diversified with woods, rocks, mountains covered with vines, fields of corn, large cities, and ruins of ancient castles.",1,POSITIVE,0.9988345
6,"I saw the great towns of Passau and Lintz, famous for the retreat of the imperial court, when Vienna was besieged.",1,POSITIVE,0.9985159
6,"This town, which has the honour of being the emperor's residence, did not at all answer my expectation, nor ideas of it, being much less than I expected to find it; the streets are very close, and so narrow, one cannot observe the fine fronts of the palaces, though many of them very well deserve observation, being truly magnificent.",0,NEGATIVE,0.99882245
6,"They are built of fine white stone, and are excessive high.",0,NEGATIVE,0.9989062
6,"For as the town is too little for the number of the people that desire to live in it, the builders seem to have projected to repair that misfortune, by clapping one town on the top of another, most of the houses being of five, and some of them six stories.",0,NEGATIVE,0.99496275
6,"You may easily imagine, that the streets being so narrow, the rooms are extremely dark; and, what is an inconveniency much more intolerable, in my opinion, there is no house has so few as five or six families in it.",0,NEGATIVE,0.9968912
6,"The apartments of the greatest ladies, and even of the ministers of state, are divided, but by a partition, from that of a taylor (sic) or shoemaker; and I know no body that has above two floors in any house, one for their own use, and one higher for their servants.",1,POSITIVE,0.9944809
6,"Those that have houses of their own, let Out the rest of them to whoever will take them; and thus the great stairs, (which are all of stone) are as common and as dirty as the street.",0,NEGATIVE,0.9940396
6,"'Tis true, when you have once travelled through them, nothing can be more surprisingly magnificent than the apartments.",1,POSITIVE,0.9986767
6,"They are commonly a _suite_ of eight or ten large rooms, all inlaid, the doors and windows richly carved and gilt, and the furniture, such as is seldom seen in the palaces of sovereign princes in other countries.",1,POSITIVE,0.9971449
6,"Their apartments are adorned with hangings of the finest tapestry of Brussels, prodigious large looking glasses in silver frames, fine japan tables, beds, chairs, canopies, and window curtains of the richest Genoa damask or velvet, almost covered with gold lace or embroidery.",1,POSITIVE,0.9984459
6,"All this is made gay by pictures, and vast jars of japan china, and large lustres of rock crystal.",1,POSITIVE,0.9799222
6,"I have already had the honour of being invited to dinner by several of the first people of quality; and I must do them the justice to say, the good taste and magnificence of their tables, very well answered to that of their furniture.",1,POSITIVE,0.99879944
6,"I have been more than once entertained with fifty dishes of meat all served in silver, and well dressed; the desert (sic) proportionable, served in the finest china.",1,POSITIVE,0.99857277
6,"But the variety and richness of their wines, is what appears the most surprising.",1,POSITIVE,0.9987466
6,"The constant way is, to lay a list of their names upon the plates of the guests, along with the napkins; and I have counted several times to the number of eighteen different sorts, all exquisite in their kinds.",1,POSITIVE,0.9986303
6,"I was yesterday at Count Schoonbourn, the vice-chancellor's garden, where I was invited to dinner.",1,POSITIVE,0.9979711
6,"I must own, I never saw a place so perfectly delightful as the Fauxburg (sic) of Vienna.",1,POSITIVE,0.9988106
6,"It is very large, and almost wholly composed of delicious palaces.",1,POSITIVE,0.9983766
6,"If the emperor found it proper to permit the gates of the town to be laid open, that the Fauxburg might be joined to it, he would have one of the largest and best built cities in Europe.",1,POSITIVE,0.9892218
6,"Count Schoonbourn's villa is one of the most magnificent; the furniture all rich brocades, so well fancied and fitted up, nothing can look more gay and splendid; not to speak of a gallery, full of rarities of coral, mother of pearl, and, throughout the whole house, a profusion of gilding, carving, fine paintings, the most beautiful porcelain, statues of alabaster and ivory, and vast orange and lemon trees in gilt pots.",1,POSITIVE,0.9986565
6,"The dinner was perfectly fine and well ordered, and made still more agreeable by the good humour of the Count.",1,POSITIVE,0.9988885
6,"I have not yet been at court, being forced to stay for my gown, without which there is no waiting on the empress; though I am not without great impatience to see a beauty that has been the admiration of so many different nations.",0,NEGATIVE,0.99714816
6,"When I have had that honour, I will not fail to let you know my real thoughts, always taking a particular pleasure in communicating them to my dear sister.",1,POSITIVE,0.9987546
7,PERHAPS you'll laugh at me for thanking you very gravely for all the obliging concern you express for me.,0,NEGATIVE,0.99605364
7,"'Tis certain that I may, if I please, take the fine things you say to me for wit and raillery; and, it may be, it would be taking them right.",1,POSITIVE,0.9923135
7,"But I never, in my life, was half so well disposed to take you in earnest as I am at present; and that distance which makes the continuation of your friendship improbable, has very much increased my faith in it.",1,POSITIVE,0.99877304
7,"I find that I have, (as well as the rest of my sex) whatever face I set on't, a strong disposition to believe in miracles.",1,POSITIVE,0.9983995
7,"Don't fancy, however, that I am infected by the air of these popish countries; I have, indeed, so far wandered from the discipline of the church of England, as to have been last Sunday at the opera, which was performed in the garden of the Favorita; and I was so much pleased with it, I have not yet repented my seeing it.",1,POSITIVE,0.99760896
7,"Nothing of that kind ever was more magnificent; and I can easily believe what I am told, that the decorations and habits cost the emperor thirty thousand pounds Sterling.",1,POSITIVE,0.9969804
7,"The stage was built over a very large canal, and, at the beginning of the second act, divided into two parts, discovering the water, on which there immediately came, from different parts, two fleets of little gilded vessels, that gave the representation of a naval fight.",1,POSITIVE,0.9893617
7,"It is not easy to imagine the beauty of this scene, which I took particular notice of.",1,POSITIVE,0.99840486
7,But all the rest were perfectly fine in their kind.,1,POSITIVE,0.99812365
7,"The story of the opera is the enchantment of Alcina, which gives opportunities for great variety of machines, and changes of the scenes, which are performed with a surprising swiftness.",1,POSITIVE,0.9988826
7,"The theatre is so large, that it is hard to carry the eye to the end of it, and the habits in the utmost magnificence, to the number of one hundred and eight.",1,POSITIVE,0.9940544
7,"No house could hold such large decorations: but the ladies all sitting in the open air, exposes them to great inconveniences; for there is but one canopy for the imperial family; and the first night it was represented, a shower of rain happening, the opera was broke off, and the company crowded away in such confusion, that I was almost squeezed to death.--But if their operas are thus delightful, their comedies are in as high a degree ridiculous.",0,NEGATIVE,0.9944175
7,"They have but one play-house, where I had the curiosity to go to a German comedy, and was very glad it happened to be the story of Amphitrion (sic).",1,POSITIVE,0.99619025
7,"As that subject has been already handled by a Latin, French, and English poet, I was curious to see what an Austrian author would make of it.",0,NEGATIVE,0.99253803
7,"I understand enough of that language to comprehend the greatest part of it; and besides, I took with me a lady, that had the goodness to explain to me every word.",1,POSITIVE,0.9977183
7,"The way is, to take a box, which holds four, for yourself and company.",1,POSITIVE,0.99004334
7,The fixed price is a gold ducat.,1,POSITIVE,0.9946291
7,"I thought the house very low and dark; but I confess, the comedy admirably recompensed that defect.",1,POSITIVE,0.99880546
7,I never laughed so much in my life.,1,POSITIVE,0.998618
7,"It began with Jupiter's falling in love out of a peep-hole in the clouds, and ended with the birth of Hercules.",1,POSITIVE,0.9983912
7,"But what was most pleasant, was the use Jupiter made of his metamorphosis; for you no sooner saw him under the figure of Amphitrion, but, instead of flying to Alcmena, with the raptures Mr Dryden puts into his mouth, he sends for Amphitrion's taylor, and cheats him of a laced coat, and his banker of a bag of money, a Jew of a diamond ring, and bespeaks a great supper in his name; and the greatest part of the comedy turns upon poor Amphitrion's being tormented by these people for their debts.",1,POSITIVE,0.9976264
7,Mercury uses Sofia in the same manner.,1,POSITIVE,0.99435985
7,"But I could not easily pardon the liberty the poet has taken of larding his play with, not only indecent expressions, but such gross words, as I don't think Our mob would suffer from a mountebank.",0,NEGATIVE,0.99949104
7,"Besides, the two Sofias very fairly let down their breeches in the direct view of the boxes, which were full of people of the first rank, that seemed very well pleased with their entertainment, and assured me, this was a celebrated piece.",1,POSITIVE,0.9938187
7,"I shall conclude my letter with this remarkable relation, very well worthy the serious consideration of Mr Collier.",1,POSITIVE,0.9986836
7,"I won't trouble you with farewel (sic) compliments, which I think generally as impertinent, as courtesies at leaving the room, when the visit had been too long already.",0,NEGATIVE,0.9994173
8,"THOUGH I have so lately troubled you, my dear sister, with a long letter, yet I will keep my promise in giving you an account of my first going to court.",1,POSITIVE,0.9973945
8,"In order to that ceremony, I was squeezed up in a gown, and adorned with a gorget and the other implements thereunto belonging; a dress very inconvenient, but which certainly shows the neck and shape to great advantage.",1,POSITIVE,0.99673617
8,"I cannot forbear giving you some description of the fashions here, which are more monstrous, and contrary to all common sense and reason, than 'tis possible for you to imagine.",0,NEGATIVE,0.98697203
8,"They build certain fabrics of gauze on their heads, about a yard high, consisting of three or four stories, fortified with numberless yards of heavy ribbon.",0,NEGATIVE,0.99002427
8,"The foundation of this structure is a thing they call a _Bourle_, which is exactly of the same shape and kind, but about four times as big as those rolls our prudent milk-maids make use of to fix their pails upon.",0,NEGATIVE,0.9861506
8,"This machine they cover With their own hair, which they mix with a great deal of false, it being a particular beauty to have their heads too large to go into a moderate tub.",1,POSITIVE,0.96917224
8,"Their hair is prodigiously powdered to conceal the mixture, and set out with three or four rows of bodkins (wonderfully large, that stick out two or three inches from their hair) made of diamonds, pearls, red, green, and yellow stones, that it certainly requires as much art and experience to carry the load upright, as to dance upon May-day with the garland.",1,POSITIVE,0.9893592
8,"Their whale-bone petticoats outdo ours by several yards, circumference, and cover some acres of ground.",1,POSITIVE,0.99808264
8,"You may easily suppose how this extraordinary dress sets off and improves the natural ugliness, with which God Almighty has been pleased to endow them, generally speaking.",1,POSITIVE,0.9985703
8,"Even the lovely empress herself is obliged to comply, in some degree, with these absurd fashions, which they would not quit for all the world.",0,NEGATIVE,0.9985677
8,"I had a private audience (according to ceremony) of half an hour, and then all the other ladies were permitted to come and make their court.",1,POSITIVE,0.99149805
8,"I was perfectly charmed with the empress; I cannot however tell you that her features are regular; her eyes are not large, but have a lively look full of sweetness; her complexion the finest I ever saw; her nose and forehead well made, but her mouth has ten thousand charms, that touch the soul.",1,POSITIVE,0.9987686
8,"When she smiles, 'tis with a beauty and sweetness that forces adoration.",1,POSITIVE,0.998779
8,"She has a vast quantity of fine fair hair; but then her person!--one must speak of it poetically to do it rigid justice; all that the poets have said of the mien of Juno, the air of Venus, come not up to the truth.",0,NEGATIVE,0.9881473
8,The Graces move with her; the famous statue of Medicis was not formed with more delicate proportions; nothing can be added to the beauty of her neck and hands.,1,POSITIVE,0.99869883
8,"Till I saw them, I did not believe there were any in nature so perfect, and I was almost sorry that my rank here did not permit me to kiss them; but they are kissed sufficiently; for every body that waits on her pays that homage at their entrance, and when they take leave.",1,POSITIVE,0.9986005
8,"When the ladies were come in, she sat down to Quinze.",1,POSITIVE,0.99742705
8,"I could not play at a game I had never seen before, and she ordered me a seat at her right hand, and had the goodness to talk to me very much, with that grace so natural to her.",1,POSITIVE,0.99761957
8,"I expected every moment, when the men were to come in to pay their court; but this drawing-room is very different from that of England; no man enters it but the grand-master, who comes in to advertise the empress of the approach of the emperor.",0,NEGATIVE,0.9918419
8,His imperial majesty did me the honour of speaking to me in a very obliging manner; but he never speaks to any of the other ladies; and the whole passes with a gravity and air of ceremony that has something very formal in it.,0,NEGATIVE,0.99424285
8,"The empress Amelia, dowager of the late emperor Joseph, came this evening to wait on the reigning empress, followed by the two arch-duchesses her daughters, who are very agreeable young princesses.",1,POSITIVE,0.9975708
8,"Their imperial majesties rose and went to meet her at the door of the room, after which she was seated in an armed (sic) chair, next the empress, and in the same manner at supper, and there the men had the permission of paying their court.",1,POSITIVE,0.99470735
8,The arch-duchesses sat on chairs with backs without arms.,0,NEGATIVE,0.99805343
8,"The table was entirely served, and all the dishes set on by the empress's maids of honour, which are twelve young ladies of the first quality.",1,POSITIVE,0.9965132
8,"They have no salary, but their chamber at court, where they live in a sort of confinement, not being suffered to go to the assemblies or public places in town, except in compliment to the wedding of a sister maid, whom the empress always presents with her picture set in diamonds.",0,NEGATIVE,0.99486345
8,"The three first of them are called _Ladies of the Key_, and wear gold keys by their sides; but what I find most pleasant, is the custom, which obliges them, as long as they live, after they have left the empress's service, to make her some present every year on the day of her feast.",1,POSITIVE,0.99743146
8,"Her majesty is served by no married women but the _grande maitresse_, who is generally a widow of the first quality, always very old, and is at the same time groom of the stole, and mother of the maids.",0,NEGATIVE,0.98236054
8,"The dressers are not, at all, in the figure they pretend to in England, being looked upon no otherwise than as downright chambermaids.",0,NEGATIVE,0.99847984
8,"I had an audience next day Of the empress mother, a princess of great virtue and goodness, but who picques herself too much on a violent devotion.",1,POSITIVE,0.9927613
8,"She is perpetually performing extraordinary acts of penance, without having ever done any thing to deserve them.",0,NEGATIVE,0.9976698
