letter_id,sentence,language,sentence_id,tsne_x,tsne_y
LTR-001,But it is not from Holland that you may expect a _disinterested_ offer.,en,15,13.508883,-22.9044
LTR-001,"I can write enough in the stile (sic) of Rotterdam, to tell you plainly, in one word that I expect returns of all the London news.",en,16,13.185392,-21.641926
LTR-001,"You see I have already learnt to make a good bargain; and that it is not for nothing I will so much as tell you, I am your affectionate sister.",en,17,16.86144,9.72139
LTR-002,"I MAKE haste to tell you, dear Madam, that, after all the dreadful fatigues you threatened me with, I am hitherto very well pleased with my journey.",en,18,26.97623,4.4465995
LTR-002,"We take care to make such short stages every day, that I rather fancy myself upon parties of pleasure, than upon the road; and sure nothing can be more agreeable than travelling in Holland.",en,19,14.894019,-19.06691
LTR-002,"The whole country appears a large garden; the roads are well paved, shaded on each side with rows of trees, and bordered with large canals, full of boats, passing and repassing.",en,20,-57.88249,-5.820002
LTR-002,"Every twenty paces gives you the prospect of some villa, and every four hours that of a large town, so surprisingly neat, I am sure you would be charmed with them.",en,21,-59.746956,8.820024
LTR-002,The place I am now at is certainly one of the finest villages in the world.,en,22,-28.562992,-20.502728
LTR-002,"Here are several squares finely built, and (what I think a particular beauty) the whole set with thick large trees.",en,23,-59.424694,-9.753304
LTR-002,"The _Vour-hout_ is, at the same time, the Hyde-Park and Mall of the people of quality; for they take the air in it both on foot and in coaches.",en,24,-46.56512,-5.5694118
LTR-002,"There are shops for wafers, cool liquors, &c.--I have been to see several of the most celebrated gardens, but I will not teaze (sic) you with their descriptions.",en,25,6.699788,-34.9764
LTR-002,I dare say you think my letter already long enough.,en,26,28.131237,0.23688444
LTR-002,"But I must not conclude without begging your pardon, for not obeying your commands, in sending the lace you ordered me.",en,27,24.067806,-9.260134
LTR-002,"Upon my word, I can yet find none, that is not dearer than you may buy it at London.",en,28,13.621427,-23.967833
LTR-002,"If you want any India goods, here are great variety of penny-worths; and I shall follow your orders with great pleasure and exactness; being,              Dear Madam, &c. &c.",en,29,15.373051,0.8716567
LTR-003,"I AM extremely sorry, my dear S. that your fears of disobliging your relations, and their fears for your health and safety, have hindered me from enjoying the happiness of your company, and you the pleasure of a diverting journey.",en,30,23.293495,21.455477
LTR-003,"I receive some degree of mortification from every agreeable novelty, or pleasing prospect, by the reflection of your having so unluckily missed the delight which I know it would have given you.",en,31,17.585243,6.1879487
LTR-003,"If you were with me in this town, you would be ready to expect to receive visits from your Nottingham friends.",en,32,-21.289125,-61.839916
LTR-003,"No two places were ever more resembling; one has but to give the Maese the name of the Trent, and there is no distinguishing the prospect.",en,33,-27.547232,-57.189907
LTR-003,"The houses, like those of Nottingham, are built one above another, and are intermixed in the same manner with trees and gardens.",en,34,-54.35951,-10.684487
LTR-003,"The tower they call Julius Caesar's, has the same situation with Nottingham castle; and I cannot help fancying, I see from it the Trentfield, Adboulton, places so well known to us.",en,35,-42.335476,-10.459468
LTR-003,"'Tis true, the fortifications make a considerable difference.",en,36,-35.88239,-53.660492
LTR-003,"All the learned in the art of war bestow great commendations on them; for my part, that know nothing of the matter, I shall content myself with telling you, 'tis a very pretty walk on the ramparts, on  which there is a tower, very deservedly called the Belvidera; where people go to drink coffee, tea, &c. and enjoy one of the finest prospects in the world.",en,37,-6.095731,10.370085
LTR-003,"The public walks have no great beauty but the thick shade of the trees, which is solemnly delightful.",en,38,-58.000164,-22.654861
LTR-003,"But I must not forget to take notice of the bridge, which appeared very surprising to me.",en,39,4.1373863,-27.719221
LTR-003,"It is large enough to hold hundreds of men, with horses and carriages.",en,40,-61.697258,2.5043628
LTR-003,"They give the value of an English two-pence to get upon it, and then away they go, bridge and all, to the other side of the river, with so slow a motion, one is hardly sensible of any at all.",en,41,-64.516815,15.972269
LTR-003,"I was yesterday at the French church, and stared very much at their manner of service.",en,42,-14.607051,46.978306
LTR-003,"The parson clapped on a broad-brimmed hat in the first place, which gave him entirely the air of _what d'ye call him_, in Bartholomew fair, which he kept up by extraordinary antic gestures, and preaching much such stuff as the other talked to the puppets.",en,43,-87.26355,15.858534
LTR-003,"However, the congregation seemed to receive it with great devotion; and I was informed by some of his flock, that he is a person of particular fame amongst them.",en,44,-11.573931,27.096336
LTR-003,"I believe, by this time, you are as much tired with my account of him, as I was with his sermon; but I am sure your brother will excuse a digression in favour of the church of England.",en,45,17.515882,1.1050555
LTR-003,"You know speaking disrespectfully of the Calvinists, is the same thing as speaking honourably of the church.",en,46,-4.181722,-3.8157554
LTR-003,"Adieu, my dear S. always remember me; and be assured I can never forget you, &c. &c.",en,47,30.745928,17.446787
LTR-004,"IF my lady ---- could  have any notion of the fatigues that I have suffered these two last days, I am sure she would own it a great proof of regard, that I now sit down to write to her.",en,48,12.872,4.3423
LTR-004,"We hired horses from Nimeguen hither, not having the conveniency (sic) of the post, and found but very indifferent accommodations at Reinberg, our first stage; but it was nothing to what I suffered yesterday.",en,49,11.286303,49.184155
LTR-004,"We were in hopes to reach Cologn; our horses tired at Stamel, three hours from it, where I was forced to pass the night in my clothes, in a room not at all better than a hovel; for though I have my bed with me, I had no mind to undress, where the wind came from a thousand places.",en,50,11.081065,47.389984
LTR-004,"We left this wretched lodging at day-break, and about six this morning came safe here, where I got immediately into bed.",en,51,12.19127,46.604782
LTR-004,"I slept so well for three hours, that I found myself perfectly recovered, and have had spirits enough to go and see all that is curious in the town, that is to say, the churches, for here is nothing else worth seeing.",en,52,7.045162,31.082115
LTR-004,"This is a very large town, but the most part of it is old built.",en,53,-42.680244,-25.524961
LTR-004,"The Jesuits church, which is the neatest, was shewed (sic) me, in a very complaisant manner, by a handsome young Jesuit; who, not knowing who I was, took a liberty in his compliments and railleries, which very much diverted me.",en,54,-6.4282093,48.171463
LTR-004,"Having never before seen any thing of that nature, I could not enough admire the magnificence of the altars, the rich images of the saints (all massy silver) and the _enchassures_ of the relicks (sic); though I could not help murmuring, in my heart, at the profusion of pearls, diamonds, and rubies, bestowed on the adornment of rotten teeth, and dirty rags.",en,55,-22.63864,-36.37908
LTR-004,"I own that I had wickedness enough to covet St Ursula's pearl necklaces; though perhaps this was no wickedness at all, an image not being certainly one's neighbour's; but I went yet farther, and wished the wench herself converted into dressing-plate.",en,56,-22.661121,-39.440495
LTR-004,"I should also gladly see converted into silver, a great St Christopher, which I imagine would look very well in a cistern.",en,57,-25.521744,-42.27493
LTR-004,"These were my pious reflections: though I was very well satisfied to see, piled up to the honour of our nation, the skulls of the eleven thousand virgins.",en,58,-9.530101,-10.928017
LTR-004,"I have seen some hundreds of relicks here of no less, consequence; but I will not imitate the common stile (sic) of travellers so far, as to give you a list of them; being persuaded, that you have no manner of curiosity for the titles given to jaw-bones and bits of worm-eaten wood.--Adieu, I am just going to supper, where I shall drink your health in an admirable sort of Lorrain (sic) wine, which I am sure is the same you call Burgundy in London, &c. &c.",en,59,-6.0918293,11.621531
LTR-005,"AFTER five days travelling post, I could not sit down to write on any other occasion, than to tell my dear lady, that I have not forgot her obliging command, of sending her some account of my travels.",en,60,11.350672,8.039136
LTR-005,"I have already passed a large part of Germany, have seen all that is remarkable in Cologn, Frankfort, Wurtsburg, and this place.",en,61,-24.444796,-20.73997
LTR-005,"'Tis impossible not to observe the difference between the free towns and those under the government of absolute princes, as all the little sovereigns of Germany are.",en,62,-26.893671,-13.204896
LTR-005,"In the first, there appears an air of commerce and plenty.",en,63,-49.198074,-10.763996
LTR-005,"The streets are well-built, and full of people, neatly and plainly dressed.",en,64,-55.01804,-21.89957
LTR-005,"The shops are loaded with merchandise, and the commonalty are clean and cheerful.",en,65,-54.97177,-21.812128
LTR-005,"In the other you see a sort of shabby finery, a number of dirty people of quality tawdered (sic) out; narrow nasty streets out of repair, wretchedly thin of inhabitants, and above half of the common sort asking alms.",en,66,-50.391293,3.6511765
LTR-005,"I cannot help fancying one under the figure of a clean Dutch citizen's wife, and the other like a poor town lady of pleasure, painted and ribboned out in her head-dress, with tarnished silver-laced shoes, a ragged under-petticoat, a miserable mixture of vice and poverty.--They have sumptuary laws in this town, which distinguish their rank by their dress, prevent the excess which ruins so many other cities, and has a more agreeable effect to the eye of a stranger, than our fashions.",en,67,-14.638257,18.667685
LTR-005,"I need not be ashamed to own, that I wish these laws were in force in other parts of the world.",en,68,-0.6818999,-1.7029743
LTR-005,"When one considers impartially, the merit of a rich suit of clothes in most places, the respect and the smiles of favour it procures, not to speak of the envy and the sighs it occasions (which is very often the principal charm to the wearer), one is forced to confess, that there is need of an uncommon understanding to resift the temptation of pleasing friends and mortifying rivals; and that it is natural to young people to fall into a folly, which betrays them to that want of money which is the source of a thousand basenesses (sic).",en,69,-17.17194,16.727339
LTR-005,"What numbers of men have begun the world with generous inclinations, that have afterwards been the instruments of bringing misery on a whole people, being led by vain expence (sic) into debts that they could clear no other way but by the forfeit of their honour, and which they never could have contracted, if the respect the multitude pays to habits, was fixed by law, only to a particular colour or cut of plain cloth!",en,70,-32.466236,7.430235
LTR-005,These reflections draw after them others that are too melancholy.,en,71,2.7835827,-42.739685
LTR-005,"I will make haste to put them out of your head by the farce of relicks, with which I have been entertained in all Romish churches.",en,72,2.9150875,-41.741432
LTR-005,THE Lutherans are not quite free from these follies.,en,73,-29.185585,-14.17978
LTR-005,"I have seen here, in the principal church, a large piece of the cross set in jewels, and the point of the spear, which they told me very gravely, was the same that pierced the side of our Saviour.",en,74,-23.458553,-45.35174
LTR-005,"But I was particularly diverted in a little Roman Catholic church which is permitted here, where the professors of that religion are not very rich, and consequently cannot adorn their images in so rich a manner as their neighbour.",en,75,-17.499073,-21.18933
LTR-005,"For, not to be quite destitute of all finery, they have dressed up an image of our Saviour over the altar, in a fair full-bottomed wig very well powdered.",en,76,-63.90742,-23.63562
LTR-005,"I imagine I see your lady ship stare at this article, of which you very much doubt the veracity; but, upon my word, I have not yet made use of the privilege of a traveller; and my whole account is written with the same plain sincerity of heart, with which I assure you that I am, dear Madam, yours, &c. &c.",en,77,10.609362,0.0043166163
LTR-006,"I HAD the pleasure of receiving yours, but the day before I left London.",en,78,26.054955,-5.411396
LTR-006,"I give you a thousand thanks for your good wishes, and have such an opinion of their efficacy that, I am persuaded, I owe in part, to them, the good luck of having proceeded so far on my long journey without any ill accident.",en,79,19.971151,18.30495
LTR-006,"For I don't reckon it any, to have been stopped a few days in this town by a cold, since it has not only given me an opportunity of seeing all that is curious in it, but of making some acquaintance with the ladies, who have all been to see me with great civility, particularly _Madame_ ----, the wife of our king's envoy from Hanover.",en,80,2.3560023,25.637539
LTR-006,"She has carried me to all the assemblies, and I have been magnificently entertained at her house, which is one of the finest here.",en,81,-7.6693025,41.24873
LTR-006,"You know, that all the nobility of this place are envoys from different states.",en,82,-60.68017,-49.72739
LTR-006,"Here are a great number of them, and they might pass their time agreeably enough, if they were less delicate on the point of ceremony.",en,83,-44.13958,-40.915596
LTR-006,"But instead of joining in the design of making the town as pleasant to one another as they can, and improving their little societies, they amuse themselves no other way than with perpetual quarrels, which they take care to eternize (sic), by leaving them to their successors; and an envoy to Ratisbon receives, regularly, half a dozen quarrels, among the perquisites of his employment.",en,84,-30.536572,19.177652
LTR-006,"You may be sure the ladies are not wanting, on their side, in cherishing and improving  these important _picques_, which divide the town almost into as many parties, as there are families.",en,85,-31.956734,20.559704
LTR-006,"They chuse rather to suffer the mortification of sitting almost alone on their assembly nights, than to recede one jot from their pretensions.",en,86,-32.4589,20.46192
LTR-006,"I have not been here above a week, and yet I have heard from almost every one of them the whole history of their wrongs, and dreadful complaint of the injustice of their neighbours, in hopes to draw me to their party.",en,87,4.1063156,23.949928
LTR-006,"But I think it very prudent to remain neuter, though, if I was to stay amongst them, there would be no possibility of continuing so, their quarrels running so high, that they will not be civil to those that visit their adversaries.",en,88,5.4616294,18.336428
LTR-006,"The foundation of these everlasting disputes, turns entirely upon rank, place, and the title of Excellency, which they all pretend to; and, what is very hard, will give it to no body.",en,89,-34.933743,2.5353491
LTR-006,"For my part, I could not forbear advising them, (for the public good) to give the title of Excellency to every body; which would include the receiving it from every body; but the very mention of such a dishonourable peace, was received with as much indignation, as Mrs Blackaire did the motion of a reference.",en,90,1.9501017,11.916428
LTR-006,"And indeed, I began to think myself ill-natured, to offer to take from them, in a town where there are so few diversions, so entertaining an amusement.",en,91,3.5891306,20.656147
LTR-006,"I know that my peaceable disposition already gives me a very ill figure, and that 'tis _publicly_ whispered as a piece of impertinent pride in me, that I have hitherto been saucily civil to every body, as if I thought nobody good enough to quarrel with.",en,92,7.899388,12.043322
LTR-006,"I should be obliged to change my behaviour, if I did not intend to pursue my journey in a few days.",en,93,23.059372,33.588913
LTR-006,"I have been to see the churches here, and had the permission of touching the relicks, which was never suffered in places where I was not known.",en,94,-19.83745,-21.689167
LTR-006,"I had, by this privilege, the opportunity of making an observation, which I doubt not might have been made in all the other churches, that the emeralds and rubies which they show round their relicks and images are most of them false; though they tell you that many of the _Crosses_ and _Madonas_ (sic), set round with these stones, have been the gifts of emperors and other great princes.",en,95,-22.135664,-35.319153
LTR-006,"I don't doubt, indeed, but they were at first jewels of value; but the good fathers have found it convenient to apply them to other uses, and the people are just as well satisfied with bits of glass amongst these relicks.",en,96,-19.227905,-34.327457
LTR-006,"They shewed me a prodigious claw set in gold, which they called the claw of a griffin; and I could not forbear asking the reverend priest that shewed it, Whether the griffin was a saint?",en,97,-27.65014,-44.125835
LTR-006,"The question almost put him beside his gravity; but he answered, They only kept it as a curiosity.",en,98,7.4207587,-60.02808
LTR-006,"I was very much scandalised at a large silver image of the _Trinity_, where the _Father_ is represented under the figure of a decrepit old man, with a beard down to his knees, and triple crown on his head, holding in his arms the _Son_, fixed on the cross, and the _Holy Ghost_, in the shape of a dove, hovering over him.",en,99,-25.788322,-40.282455
LTR-006,"Madam ---- is come this minute to call me to the assembly, and forces me to tell you, very abruptly, that I am ever your, &c. &c.",en,100,23.137262,37.771347
LTR-007,"I AM now, my dear sister, safely arrived at Vienna; and, I thank God, have not at all suffered in my health, nor (what is dearer to me) in that of my child, by all our fatigues.",en,101,13.460436,31.816946
LTR-007,"We travelled by water from Ratisbon, a journey perfectly agreeable, down the Danube, in one of those little vessels, that they, very properly, call wooden houses, having in them all the conveniences of a palace, stoves in the chambers, kitchens, &c.  They are rowed by twelve men each, and move with such incredible swiftness, that in the same day you have the pleasure of a vast variety of prospects; and, within the space of a few hours, you have the pleasure of seeing a populous city adorned with magnificent palaces, and the most romantic solitudes, which appear distant from the commerce of mankind, the banks of the Danube being charmingly diversified with woods, rocks, mountains covered with vines, fields of corn, large cities, and ruins of ancient castles.",en,102,-56.6252,18.23569
LTR-007,"I saw the great towns of Passau and Lintz, famous for the retreat of the imperial court, when Vienna was besieged.",en,103,-50.945686,44.06967
LTR-007,"This town, which has the honour of being the emperor's residence, did not at all answer my expectation, nor ideas of it, being much less than I expected to find it; the streets are very close, and so narrow, one cannot observe the fine fronts of the palaces, though many of them very well deserve observation, being truly magnificent.",en,104,-12.062297,9.54469
LTR-007,"They are built of fine white stone, and are excessive high.",en,105,-58.7344,-29.307997
LTR-007,"For as the town is too little for the number of the people that desire to live in it, the builders seem to have projected to repair that misfortune, by clapping one town on the top of another, most of the houses being of five, and some of them six stories.",en,106,-52.824055,2.2576199
LTR-007,"You may easily imagine, that the streets being so narrow, the rooms are extremely dark; and, what is an inconveniency much more intolerable, in my opinion, there is no house has so few as five or six families in it.",en,107,-51.58595,1.2260435
LTR-007,"The apartments of the greatest ladies, and even of the ministers of state, are divided, but by a partition, from that of a taylor (sic) or shoemaker; and I know no body that has above two floors in any house, one for their own use, and one higher for their servants.",en,108,-38.665577,24.079601
LTR-007,"Those that have houses of their own, let Out the rest of them to whoever will take them; and thus the great stairs, (which are all of stone) are as common and as dirty as the street.",en,109,-55.060246,9.061573
LTR-007,"'Tis true, when you have once travelled through them, nothing can be more surprisingly magnificent than the apartments.",en,110,-27.5316,-24.366562
LTR-007,"They are commonly a _suite_ of eight or ten large rooms, all inlaid, the doors and windows richly carved and gilt, and the furniture, such as is seldom seen in the palaces of sovereign princes in other countries.",en,111,-56.625793,-13.400637
LTR-007,"Their apartments are adorned with hangings of the finest tapestry of Brussels, prodigious large looking glasses in silver frames, fine japan tables, beds, chairs, canopies, and window curtains of the richest Genoa damask or velvet, almost covered with gold lace or embroidery.",en,112,-68.41742,-19.63839
LTR-007,"All this is made gay by pictures, and vast jars of japan china, and large lustres of rock crystal.",en,113,-63.37075,-20.14938
LTR-007,"I have already had the honour of being invited to dinner by several of the first people of quality; and I must do them the justice to say, the good taste and magnificence of their tables, very well answered to that of their furniture.",en,114,-27.27144,-8.402903
LTR-007,"I have been more than once entertained with fifty dishes of meat all served in silver, and well dressed; the desert (sic) proportionable, served in the finest china.",en,115,-67.03958,-23.240995
LTR-007,"But the variety and richness of their wines, is what appears the most surprising.",en,116,-38.05339,-32.40514
LTR-007,"The constant way is, to lay a list of their names upon the plates of the guests, along with the napkins; and I have counted several times to the number of eighteen different sorts, all exquisite in their kinds.",en,117,-79.2409,-40.0426
LTR-007,"I was yesterday at Count Schoonbourn, the vice-chancellor's garden, where I was invited to dinner.",en,118,-17.563398,47.832367
LTR-007,"I must own, I never saw a place so perfectly delightful as the Fauxburg (sic) of Vienna.",en,119,-24.648756,-18.643383
LTR-007,"It is very large, and almost wholly composed of delicious palaces.",en,120,-57.363487,-29.386497
LTR-007,"If the emperor found it proper to permit the gates of the town to be laid open, that the Fauxburg might be joined to it, he would have one of the largest and best built cities in Europe.",en,121,-52.48504,38.307766
LTR-007,"Count Schoonbourn's villa is one of the most magnificent; the furniture all rich brocades, so well fancied and fitted up, nothing can look more gay and splendid; not to speak of a gallery, full of rarities of coral, mother of pearl, and, throughout the whole house, a profusion of gilding, carving, fine paintings, the most beautiful porcelain, statues of alabaster and ivory, and vast orange and lemon trees in gilt pots.",en,122,-57.642776,-14.807355
LTR-007,"The dinner was perfectly fine and well ordered, and made still more agreeable by the good humour of the Count.",en,123,-37.529045,-14.183356
LTR-007,"I have not yet been at court, being forced to stay for my gown, without which there is no waiting on the empress; though I am not without great impatience to see a beauty that has been the admiration of so many different nations.",en,124,-3.1688778,14.491727
LTR-007,"When I have had that honour, I will not fail to let you know my real thoughts, always taking a particular pleasure in communicating them to my dear sister.",en,125,29.05382,13.50994
LTR-008,PERHAPS you'll laugh at me for thanking you very gravely for all the obliging concern you express for me.,en,126,24.065208,7.257959
LTR-008,"'Tis certain that I may, if I please, take the fine things you say to me for wit and raillery; and, it may be, it would be taking them right.",en,127,18.988398,7.1179185
LTR-008,"But I never, in my life, was half so well disposed to take you in earnest as I am at present; and that distance which makes the continuation of your friendship improbable, has very much increased my faith in it.",en,128,15.590089,10.727264
LTR-008,"I find that I have, (as well as the rest of my sex) whatever face I set on't, a strong disposition to believe in miracles.",en,129,10.115713,18.05007
LTR-008,"Don't fancy, however, that I am infected by the air of these popish countries; I have, indeed, so far wandered from the discipline of the church of England, as to have been last Sunday at the opera, which was performed in the garden of the Favorita; and I was so much pleased with it, I have not yet repented my seeing it.",en,130,-1.6750346,6.612418
LTR-008,"Nothing of that kind ever was more magnificent; and I can easily believe what I am told, that the decorations and habits cost the emperor thirty thousand pounds Sterling.",en,131,-25.724659,-15.988502
LTR-008,"The stage was built over a very large canal, and, at the beginning of the second act, divided into two parts, discovering the water, on which there immediately came, from different parts, two fleets of little gilded vessels, that gave the representation of a naval fight.",en,132,-68.4915,2.4935544
LTR-008,"It is not easy to imagine the beauty of this scene, which I took particular notice of.",en,133,-6.201678,-28.987396
LTR-008,But all the rest were perfectly fine in their kind.,en,134,-57.93993,-36.234882
LTR-008,"The story of the opera is the enchantment of Alcina, which gives opportunities for great variety of machines, and changes of the scenes, which are performed with a surprising swiftness.",en,135,-54.180088,-51.943207
LTR-008,"The theatre is so large, that it is hard to carry the eye to the end of it, and the habits in the utmost magnificence, to the number of one hundred and eight.",en,136,-50.33666,-16.179806
LTR-008,"No house could hold such large decorations: but the ladies all sitting in the open air, exposes them to great inconveniences; for there is but one canopy for the imperial family; and the first night it was represented, a shower of rain happening, the opera was broke off, and the company crowded away in such confusion, that I was almost squeezed to death.--But if their operas are thus delightful, their comedies are in as high a degree ridiculous.",en,137,-55.24692,15.654481
LTR-008,"They have but one play-house, where I had the curiosity to go to a German comedy, and was very glad it happened to be the story of Amphitrion (sic).",en,138,-8.239836,-22.168127
LTR-008,"As that subject has been already handled by a Latin, French, and English poet, I was curious to see what an Austrian author would make of it.",en,139,-5.8434763,-20.111307
LTR-008,"I understand enough of that language to comprehend the greatest part of it; and besides, I took with me a lady, that had the goodness to explain to me every word.",en,140,-3.5204268,29.36655
LTR-008,"The way is, to take a box, which holds four, for yourself and company.",en,141,-23.35674,-69.225464
LTR-008,The fixed price is a gold ducat.,en,142,-82.632095,-23.071358
LTR-008,"I thought the house very low and dark; but I confess, the comedy admirably recompensed that defect.",en,143,-7.472346,-24.477055
LTR-008,I never laughed so much in my life.,en,144,-13.735145,-8.689631
LTR-008,"It began with Jupiter's falling in love out of a peep-hole in the clouds, and ended with the birth of Hercules.",en,145,-55.428448,-53.483784
LTR-008,"But what was most pleasant, was the use Jupiter made of his metamorphosis; for you no sooner saw him under the figure of Amphitrion, but, instead of flying to Alcmena, with the raptures Mr Dryden puts into his mouth, he sends for Amphitrion's taylor, and cheats him of a laced coat, and his banker of a bag of money, a Jew of a diamond ring, and bespeaks a great supper in his name; and the greatest part of the comedy turns upon poor Amphitrion's being tormented by these people for their debts.",en,146,-39.60121,40.35603
LTR-008,Mercury uses Sofia in the same manner.,en,147,-41.06613,38.571835
LTR-008,"But I could not easily pardon the liberty the poet has taken of larding his play with, not only indecent expressions, but such gross words, as I don't think Our mob would suffer from a mountebank.",en,148,-0.3785652,4.5930543
LTR-008,"Besides, the two Sofias very fairly let down their breeches in the direct view of the boxes, which were full of people of the first rank, that seemed very well pleased with their entertainment, and assured me, this was a celebrated piece.",en,149,-87.52011,10.814999
LTR-008,"I shall conclude my letter with this remarkable relation, very well worthy the serious consideration of Mr Collier.",en,150,31.65103,1.4830053
LTR-008,"I won't trouble you with farewel (sic) compliments, which I think generally as impertinent, as courtesies at leaving the room, when the visit had been too long already.",en,151,17.473997,-12.36097
LTR-009,"THOUGH I have so lately troubled you, my dear sister, with a long letter, yet I will keep my promise in giving you an account of my first going to court.",en,152,28.326984,5.266259
LTR-009,"In order to that ceremony, I was squeezed up in a gown, and adorned with a gorget and the other implements thereunto belonging; a dress very inconvenient, but which certainly shows the neck and shape to great advantage.",en,153,-20.91504,-48.345356
LTR-009,"I cannot forbear giving you some description of the fashions here, which are more monstrous, and contrary to all common sense and reason, than 'tis possible for you to imagine.",en,154,1.8105254,0.59995556
LTR-009,"They build certain fabrics of gauze on their heads, about a yard high, consisting of three or four stories, fortified with numberless yards of heavy ribbon.",en,155,-74.91543,-14.640451
LTR-009,"The foundation of this structure is a thing they call a _Bourle_, which is exactly of the same shape and kind, but about four times as big as those rolls our prudent milk-maids make use of to fix their pails upon.",en,156,-75.204025,-13.096158
LTR-009,"This machine they cover With their own hair, which they mix with a great deal of false, it being a particular beauty to have their heads too large to go into a moderate tub.",en,157,-75.082405,-15.946219
LTR-009,"Their hair is prodigiously powdered to conceal the mixture, and set out with three or four rows of bodkins (wonderfully large, that stick out two or three inches from their hair) made of diamonds, pearls, red, green, and yellow stones, that it certainly requires as much art and experience to carry the load upright, as to dance upon May-day with the garland.",en,158,-76.29301,-14.456465
LTR-009,"Their whale-bone petticoats outdo ours by several yards, circumference, and cover some acres of ground.",en,159,-73.66889,-14.471969
LTR-009,"You may easily suppose how this extraordinary dress sets off and improves the natural ugliness, with which God Almighty has been pleased to endow them, generally speaking.",en,160,-18.434744,-1.149832
LTR-009,"Even the lovely empress herself is obliged to comply, in some degree, with these absurd fashions, which they would not quit for all the world.",en,161,-20.173569,30.078869
LTR-009,"I had a private audience (according to ceremony) of half an hour, and then all the other ladies were permitted to come and make their court.",en,162,-4.25616,44.580883
LTR-009,"I was perfectly charmed with the empress; I cannot however tell you that her features are regular; her eyes are not large, but have a lively look full of sweetness; her complexion the finest I ever saw; her nose and forehead well made, but her mouth has ten thousand charms, that touch the soul.",en,163,-19.705029,-8.282357
LTR-009,"When she smiles, 'tis with a beauty and sweetness that forces adoration.",en,164,-12.12508,34.280148
LTR-009,"She has a vast quantity of fine fair hair; but then her person!--one must speak of it poetically to do it rigid justice; all that the poets have said of the mien of Juno, the air of Venus, come not up to the truth.",en,165,-18.444002,19.306768
LTR-009,The Graces move with her; the famous statue of Medicis was not formed with more delicate proportions; nothing can be added to the beauty of her neck and hands.,en,166,-28.228209,-50.34673
LTR-009,"Till I saw them, I did not believe there were any in nature so perfect, and I was almost sorry that my rank here did not permit me to kiss them; but they are kissed sufficiently; for every body that waits on her pays that homage at their entrance, and when they take leave.",en,167,-0.46641216,19.040743
LTR-009,"When the ladies were come in, she sat down to Quinze.",en,168,-14.636481,39.507187
LTR-009,"I could not play at a game I had never seen before, and she ordered me a seat at her right hand, and had the goodness to talk to me very much, with that grace so natural to her.",en,169,-3.953269,32.602734
LTR-009,"I expected every moment, when the men were to come in to pay their court; but this drawing-room is very different from that of England; no man enters it but the grand-master, who comes in to advertise the empress of the approach of the emperor.",en,170,-22.642696,-2.2985282
